future_id,Energy_DACCS,Energy_DOCCS,Energy_EW,Energy_OA,EnergyL,Land_A/R,Land_BECCS,LandL,ER_A/R,ER_BC,ER_BECCS,ER_DACCS,ER_DOCCS,ER_EW,ER_OA,ER_SCS,CDRRequired,Ymax_A/R,Ymax_BC,Ymax_BECCS,Ymax_DACCS,Ymax_DOCCS,Ymax_EW,Ymax_OA,Ymax_SCS,GeoSt,Solved,Removals,Costs,A/R,BC,BECCS,DACCS,DOCCS,EW,OA,SCS,Land,Energy,Water,Nitrogen,Phosphorous,BECCS_2050,A/R_2050,SCS_2050,BC_2050,DACCS_2050,EW_2050,OA_2050,DOCCS_2050,BECCS_2075,A/R_2075,SCS_2075,BC_2075,DACCS_2075,EW_2075,OA_2075,DOCCS_2075,BECCS_2100,A/R_2100,SCS_2100,BC_2100,DACCS_2100,EW_2100,OA_2100,DOCCS_2100,BECCS_removed,A/R_removed,SCS_removed,BC_removed,DACCS_removed,EW_removed,OA_removed,DOCCS_removed
1803,4.7,6.367,12.5,0.7,2030,0.09,0.105,1000000000,-0.119,0.033,0.017,0.05,0.083,0.006,0,-0.083,8E+11,5870000000,1560000000,6650000000,12500000000,5500000000,3800000000,8000000000,2310000000,20000000000,1,8E+11,1.12142E+13,4400000000,1560000000,5200000000,12499999999,1,3800000000,89772847.97,2310000000,1000000000,4.90545E+11,188439.1747,4019.58889,1330.65669,0,800000000,2309999999,0,0,0,0,0,2698180000,1620000000,2309999999,0,4999989999,0,0,0,5198180000,2420000000,2309999999,1559500000,12499989999,3799999999,89772847,0,1.29027E+11,2.354E+11,1.386E+11,23407500000,2.375E+11,34718457280,1346592730,10
1804,4.7,6.367,12.5,4.767,2045,0.07,0.04,800000000,-0.063,-0.05,0.117,0.05,0.139,0.039,-0.017,-0.034,4E+11,3720000000,5340000000,10220000000,11000000000,5500000000,2400000000,13600000000,790000000,12000000000,1,4E+11,5.03785E+12,3720000000,500000,10000000000,10000,1,1,1,790000000,660400000,235118.17,194794.2186,1828.673605,931.7938299,0,0,0,0,0,0,0,0,4198932498,140000000,789999999,0,0,0,0,0,9998180000,1740000000,789999999,0,0,0,0,0,2.09042E+11,1.554E+11,35550000010,7500000,150000,10,10,10
1805,8.233,8.3,0.5,2.733,2040,0.07,0.105,900000000,-0.174,0,-0.05,0.061,0.072,-0.017,-0.017,-0.157,1.1E+12,2000000000,300000000,10220000000,9500000000,3700000000,3800000000,5200000000,1930000000,16000000000,1,1.1E+12,2.49386E+13,2000000000,300000000,7470200867,7115705343,1,3800000000,5200000000,1930000000,900000000,3.73476E+11,259349.7179,4844.564885,1780.524364,2850108065,20000000,1929999999,264333236,384284656,0,0,0,7468380867,20000000,1929999999,299500000,1962998977,3799999999,5199999999,0,7468380867,20000000,1929999999,299500000,7115695343,3799999999,5199999999,0,3.24594E+11,1.502E+11,1.4475E+11,14831666178,1.34963E+11,1.5E+11,1.80661E+11,10
1806,6.467,6.367,12.5,4.767,2045,0.08,0.17,700000000,-0.174,0.05,0.083,0.106,0.061,0.039,-0.017,-0.181,1.1E+12,3720000000,2190000000,7840000000,17000000000,3700000000,3000000000,12200000000,1170000000,12000000000,0,0,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1807,10,2.5,4.5,4.767,2040,0.07,0.105,400000000,-0.119,0.083,-0.05,0.072,0.094,-0.039,0.067,-0.034,5E+11,3290000000,2820000000,5460000000,11000000000,2800000000,2600000000,5200000000,1550000000,8000000000,1,5E+11,6.86043E+12,3290000000,2820000000,1268528923,6293872945,1,1,5200000000,1550000000,400000000,4.38636E+11,102875.3109,2491.623355,783.3158074,0,32712920,1549999999,0,0,0,0,0,0,852712920,1549999999,0,2499989999,0,0,0,1266708923,1310000000,1549999999,2819500000,6293862945,0,5199999999,0,25397878461,1.82222E+11,85250000010,40707500006,1.28091E+11,10,38331120535,10
1808,8.233,8.3,4.5,6.8,2040,0.09,0.105,900000000,0.02,-0.033,-0.05,0.083,0.15,-0.05,0,-0.083,4E+11,2000000000,4080000000,700000000,14000000000,6400000000,2200000000,6600000000,1930000000,4000000000,1,4E+11,5.78606E+12,2000000000,2500000000,1820000,4000000000,1,1,1371003335,1930000000,203200000,2.11274E+11,72348.6611,2649.60889,730.6266899,0,0,1139999998,0,0,0,0,0,0,20000000,1929999999,0,2499989999,0,0,0,0,20000000,1929999999,2499500000,3999990000,0,1371003334,0,27300000,1.494E+11,99999999990,37507499990,92500149995,10,20565050030,10
1809,6.467,4.433,8.5,0.7,2045,0.08,0.17,200000000,-0.036,0,-0.15,0.061,0.117,-0.017,0.05,-0.157,5E+11,3720000000,300000000,5460000000,9500000000,9100000000,3200000000,3800000000,2120000000,16000000000,1,5E+11,7.26766E+12,2144743495,300000000,1820000,8866563273,1,1,3800000000,2120000000,200000000,3E+11,74612.57504,2760.367779,725.1510755,0,164743495,2119999999,0,0,0,0,0,0,164743495,2119999999,0,2499989999,0,0,0,0,164743495,2119999999,299500000,8866553273,0,3799999999,0,27300000,1.53462E+11,1.166E+11,6007500000,1.58141E+11,10,65762624339,10
1810,6.467,2.5,0.5,0.7,2040,0.07,0.04,300000000,-0.036,0.033,-0.017,0.117,0.072,0.017,0.083,-0.206,1E+12,5010000000,4710000000,6650000000,5000000000,2800000000,2000000000,5200000000,980000000,4000000000,1,1E+12,1.93108E+13,3954285714,4710000000,1864592956,4000000000,1,2000000000,5200000000,980000000,300000000,1.5254E+11,149003.7629,3567.506741,1271.92961,969569537,1599999999,979999999,0,543910267,0,0,0,1862772956,1974285714,979999999,4709500000,3999990000,1999999999,5199999999,0,1862772956,1974285714,979999999,4709500000,3999990000,1999999999,5199999999,0,37319159115,2.63571E+11,68600000010,2.00907E+11,1.32917E+11,73158921027,2.23526E+11,10
1811,10,8.3,0.5,6.8,2040,0.07,0.04,1000000000,-0.119,0.083,-0.083,0.106,0.094,-0.039,0.017,-0.132,6E+11,2000000000,2190000000,7840000000,5000000000,1000000000,3600000000,6600000000,1170000000,4000000000,1,6E+11,1.0268E+13,2000000000,2190000000,2410308162,3089691839,1,3600000000,6600000000,1170000000,245632539.1,3.87885E+11,99298.82521,2781.960364,887.5427643,0,20000000,1169999999,0,0,0,0,0,1498180001,20000000,1169999999,2189500000,2499989999,0,1069569203,0,2408488162,20000000,1169999999,2189500000,3089681839,3599999999,6599999999,0,46527524830,1.499E+11,82313432169,76657500000,83659985194,36000000010,1.24942E+11,10
1812,10,6.367,12.5,6.8,2030,0.09,0.17,800000000,-0.091,0.1,-0.15,0.106,0.083,-0.05,0,-0.083,7E+11,4150000000,1560000000,1890000000,9500000000,7300000000,2800000000,13600000000,600000000,4000000000,1,7E+11,1.1689E+13,4150000000,1560000000,106429591.3,4000000000,1,41564878.78,9741247693,600000000,414175738.9,5.28479E+11,133450.7093,1770.504335,704.8167471,0,1599999999,599999999,0,910298163,0,0,0,0,2170000000,599999999,1559500000,3999990000,0,258752305,0,104609591,2170000000,599999999,1559500000,3999990000,41564878,9741247692,0,2155891825,2.7315E+11,45000000010,62407500000,1.49331E+11,207824403.9,1.67748E+11,10
1813,8.233,2.5,4.5,6.8,2035,0.09,0.17,700000000,-0.091,0.1,-0.083,0.128,0.128,-0.05,0.1,-0.108,1.1E+12,5010000000,3450000000,4270000000,14000000000,3700000000,3800000000,5200000000,1930000000,12000000000,1,1.1E+12,2.42406E+13,4400000000,3450000000,2623120377,4545621882,1,3800000000,5200000000,1930000000,700000000,4.49421E+11,203895.1938,5764.98847,1915.156858,2360310571,1599999999,1929999999,3449500000,454368117,0,286807659,0,2621300377,2419999999,1929999999,3449500000,1207929099,0,5199999999,0,2621300377,2420000000,1929999999,3449500000,4545611882,3799999999,5199999999,0,1.20093E+11,2.794E+11,1.4475E+11,2.19349E+11,82549463410,70655821664,1.83203E+11,10
1814,8.233,8.3,4.5,6.8,2045,0.07,0.105,400000000,-0.174,0.067,0.117,0.05,0.106,-0.017,-0.05,-0.23,4E+11,5870000000,2820000000,3080000000,14000000000,7300000000,2800000000,9400000000,1360000000,16000000000,1,4E+11,6.05248E+12,4400000000,2820000000,1459659203,5502849825,1,1,1,1360000000,400000000,2.26525E+11,112696.8417,1191.363165,535.8189525,0,0,0,0,0,0,0,0,1457839203,820000000,0,0,2499989999,0,0,0,1457839203,2420000000,1359999999,2819500000,5502839825,0,0,0,34942719399,1.914E+11,27200000010,31814569695,1.14643E+11,10,10,10
1815,10,2.5,8.5,2.733,2045,0.07,0.04,400000000,-0.036,0.017,-0.15,0.094,0.106,-0.05,-0.017,-0.108,1.1E+12,5870000000,4080000000,9030000000,18500000000,1900000000,3000000000,6600000000,2310000000,20000000000,1,1.1E+12,2.60424E+13,4399999999,4080000000,3000000002,5665741976,1,1,6600000000,2310000000,400000000,3.73476E+11,194172.8504,6569.448207,2080.728002,0,1599999999,2309999999,3419499999,80314212,0,495866477,0,2998180002,2419999999,2309999999,4079500000,385326287,0,6599999999,0,2998180002,2419999999,2309999999,4079500000,5665731976,0,6599999999,0,1.10027E+11,2.71309E+11,1.7325E+11,2.47206E+11,73996022056,10,2.24212E+11,10
1816,4.7,2.5,4.5,2.733,2040,0.08,0.105,700000000,-0.23,0.1,0.017,0.117,0.05,-0.006,-0.05,-0.132,7E+11,2000000000,5970000000,9030000000,12500000000,4600000000,2400000000,10800000000,1930000000,8000000000,1,7E+11,9.83818E+12,2000000000,5970000000,1133400516,8000000000,1,2400000000,1,1930000000,318833331.2,2.42E+11,86280.64298,3948.776335,1146.867119,0,20000000,1929999999,0,0,0,0,0,1131580516,20000000,1929999999,3469500000,6866589484,0,0,0,1131580516,20000000,1929999999,5969500000,7999990000,2399999999,0,0,22695310324,1.499E+11,1.158E+11,1.41608E+11,2.45997E+11,24000000010,10,10
1817,4.7,2.5,8.5,4.767,2030,0.08,0.04,1000000000,-0.063,0.083,0.117,0.083,0.083,0.05,-0.017,-0.181,4E+11,5440000000,1560000000,10220000000,6500000000,9100000000,3200000000,12200000000,980000000,20000000000,1,4E+11,5.07395E+12,4000000000,500000,10000000000,10000,1,1,1,980000000,720000000,235078.835,194214.8095,1759.648605,907.2688299,0,0,0,0,0,0,0,0,3561432498,420000000,979999999,0,0,0,0,0,9998180000,2020000000,979999999,0,0,0,0,0,1.96292E+11,1.694E+11,34300000010,7500000,150000,10,10,10
1818,4.7,2.5,12.5,0.7,2040,0.08,0.105,700000000,-0.091,0.083,0.083,0.106,0.05,0.006,0.1,-0.083,1.1E+12,2000000000,1560000000,11410000000,6500000000,1900000000,2200000000,6600000000,1930000000,4000000000,0,0,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1819,10,8.3,4.5,2.733,2045,0.08,0.17,900000000,0.02,0.067,0.15,0.061,0.139,0.05,-0.033,-0.23,7E+11,5870000000,4710000000,11410000000,8000000000,2800000000,2600000000,5200000000,1550000000,20000000000,1,7E+11,1.03415E+13,4400000000,4710000000,3788235295,6299521976,1,2600000000,1,1550000000,900000000,3.73476E+11,206180.2144,3096.324858,1275.018483,196633938,1199999999,0,0,0,0,0,0,3786415295,2019999999,1549999999,2499499999,2189106287,0,0,0,3786415295,2420000000,1549999999,4709500000,6299511976,2599999999,0,0,1.4251E+11,2.574E+11,62000000010,1.06707E+11,1.05382E+11,26000000010,10,10
1820,6.467,2.5,0.5,6.8,2040,0.08,0.04,500000000,-0.091,-0.05,0.15,0.05,0.05,-0.05,0.017,-0.059,6E+11,3290000000,3450000000,6650000000,9500000000,5500000000,3800000000,2400000000,2310000000,12000000000,1,6E+11,7.61616E+12,2562500000,500000,6650000000,4999999999,1,1,657754999.6,2310000000,500000000,1.84039E+11,188950.5264,3786.349515,1309.22669,0,0,2309999999,0,0,0,0,0,4998179999,582500000,2309999999,0,2499989999,0,0,0,6648180000,582500000,2309999999,0,4999989999,0,657754999,0,1.95527E+11,1.58338E+11,1.2705E+11,7500000,1.125E+11,10,6577550006,10
1821,10,2.5,12.5,6.8,2050,0.09,0.105,300000000,-0.202,0.083,-0.083,0.15,0.072,0.028,0.033,-0.034,5E+11,4580000000,1560000000,11410000000,8000000000,5500000000,3800000000,10800000000,1550000000,20000000000,1,5E+11,7.5422E+12,3241149096,1560000000,1820000,2189116288,1,1,5604255462,1550000000,300000000,3.00001E+11,111007.3762,2989.405647,890.664699,0,1252565800,1549999999,0,131843314,0,0,0,0,1261149096,1549999999,1559500000,1430435066,0,0,0,0,1261149096,1549999999,1559500000,2189106288,0,5604255461,0,27300000,2.29965E+11,1.085E+11,46807500000,61829117336,10,52871075194,10
1822,10,2.5,12.5,4.767,2050,0.09,0.105,700000000,-0.036,0.083,-0.117,0.094,0.061,0.006,0.083,-0.01,1.1E+12,3290000000,3450000000,4270000000,5000000000,6400000000,3800000000,6600000000,1170000000,12000000000,1,1.1E+12,4.50902E+13,3290000000,3450000000,4270000000,1253790002,6400000000,1,6600000000,1170000000,700000000,3.00001E+11,276071.6364,5442.444135,2150.330454,4268180000,1310000000,1169999999,3449500000,2,0,276575018,0,4268180000,1310000000,1169999999,3449500000,2,0,3000723864,0,4268180000,1310000000,1169999999,3449500000,1253780002,0,6599999999,6399999999,2.79498E+11,2.392E+11,87750000010,2.54007E+11,7612130335,10,1.39955E+11,91976835566
1823,8.233,4.433,4.5,0.7,2045,0.07,0.105,1000000000,-0.091,0,0.15,0.083,0.15,-0.017,0,-0.157,1E+12,5440000000,5970000000,11410000000,11000000000,6400000000,3400000000,2400000000,1740000000,16000000000,1,1E+12,1.41436E+13,4400000000,5970000000,7499999999,8868602221,1,1,2400000000,1740000000,1000000000,3.73476E+11,302149.1297,4922.934704,1991.0162,2756215139,1200000000,1739999999,0,0,0,0,0,7498179999,2020000000,1739999999,2577884051,2658941196,0,0,0,7498179999,2420000000,1739999999,5969500000,8868592221,0,2399999999,0,3.09324E+11,2.574E+11,1.044E+11,1.28233E+11,1.52643E+11,10,48000000010,10
1824,10,2.5,4.5,4.767,2045,0.07,0.105,900000000,-0.23,0.033,0.05,0.128,0.072,0.017,0,-0.083,1.1E+12,3720000000,300000000,7840000000,6500000000,6400000000,3200000000,6600000000,1170000000,12000000000,1,1.1E+12,2.60411E+13,3720000000,300000000,6971428572,1759725215,4494307043,3200000000,6600000000,1170000000,900000000,3.73476E+11,376569.9329,4240.517485,1991.413886,6969608572,1599999999,1169999999,299500000,0,479654489,0,0,6969608572,1740000000,1169999999,299500000,0,3199999999,1571462736,0,6969608572,1740000000,1169999999,299500000,1759715215,3199999999,6599999999,4494307042,4.36634E+11,2.61E+11,87750000010,22505000000,13142284019,1.13488E+11,1.32107E+11,33373303469
1825,6.467,6.367,4.5,2.733,2040,0.09,0.04,300000000,-0.008,0.05,0.017,0.117,0.139,-0.028,0.017,-0.132,5E+11,4150000000,2820000000,700000000,11000000000,5500000000,3600000000,2400000000,1740000000,4000000000,1,5E+11,6.97305E+12,3075555556,2820000000,1820000,4000000000,1,1,2400000000,1740000000,300000000,1.62136E+11,93156.96975,2681.782479,791.0700263,0,400000000,1739999999,0,0,0,0,0,0,1095555556,1739999999,0,3999990000,0,0,0,0,1095555556,1739999999,2819500000,3999990000,0,2399999999,0,27300000,1.92289E+11,95700000010,47998859102,1.27985E+11,10,36000000010,10
1826,10,2.5,12.5,4.767,2035,0.09,0.17,800000000,-0.23,0.033,-0.15,0.15,0.05,0.05,0.1,-0.181,8E+11,3290000000,4080000000,700000000,9500000000,4600000000,3800000000,10800000000,980000000,12000000000,1,8E+11,1.28175E+13,3290000000,4080000000,700000000,4662543716,1,1,10800000000,980000000,442142753.6,4.90545E+11,121711.1001,2692.240848,951.8829429,0,1310000000,979999999,0,569110480,0,0,0,0,1310000000,979999999,4079500000,2189106288,0,6105521753,0,698180000,1310000000,979999999,4079500000,4662533716,0,10799999999,0,14027300000,2.3495E+11,59203611749,1.34907E+11,1.03975E+11,10,2.52937E+11,10
1827,6.467,6.367,0.5,4.767,2045,0.09,0.04,200000000,-0.091,-0.033,0.117,0.072,0.106,-0.006,0.05,-0.181,7E+11,2860000000,4080000000,9030000000,11000000000,3700000000,3400000000,3800000000,2310000000,8000000000,1,7E+11,1.08598E+13,1980000000,4080000000,4999999999,4118616958,1,3400000000,3800000000,2310000000,200000000,2.32248E+11,139087.5532,4688.839451,1480.201719,125980541,0,2309999999,0,0,0,0,0,4998179999,0,2309999999,2499500000,3381373041,0,4976591,0,4998179999,0,2309999999,4079500000,4118606958,3399999999,3799999999,0,1.87703E+11,64034822215,1.386E+11,94107500000,1.08093E+11,45104981368,62356003502,10
1828,6.467,4.433,12.5,4.767,2030,0.08,0.105,200000000,-0.063,0.033,-0.083,0.061,0.061,0.006,0.1,-0.059,5E+11,2860000000,4710000000,10220000000,6500000000,3700000000,2600000000,13600000000,790000000,8000000000,1,5E+11,7.2219E+12,2041877645,4710000000,1820000,6318929032,1,1,13600000000,790000000,200000000,5.28479E+11,63350.4879,1443.441771,482.4793699,0,0,789999999,0,0,0,0,0,0,19999999,789999999,0,2499989999,0,0,0,0,61877645,789999999,4709500000,6318919032,0,13599999999,0,27300000,1.30238E+11,39500000010,54951061624,1.32284E+11,10,1.43E+11,10
1829,10,2.5,12.5,2.733,2035,0.07,0.04,900000000,-0.174,0.017,-0.05,0.061,0.094,0.028,0.067,-0.157,9E+11,2000000000,300000000,700000000,15500000000,5500000000,2200000000,1000000000,1170000000,8000000000,0,0,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1830,10,2.5,0.5,4.767,2035,0.08,0.17,200000000,-0.063,0,-0.083,0.094,0.128,-0.017,0.05,-0.01,8E+11,3290000000,5340000000,7840000000,14000000000,5500000000,2800000000,5200000000,2120000000,4000000000,1,8E+11,1.2981E+13,2500000000,5340000000,1820000,4000000000,1,2800000000,5200000000,2120000000,200000000,3.30942E+11,83206.43366,4942.710635,1343.363985,0,520000000,2119999999,0,569110479,0,0,0,0,520000000,2119999999,5339500000,3381160001,0,2411009073,0,0,520000000,2119999999,5339500000,3999990000,2799999999,5199999999,0,27300000,1.71472E+11,1.59E+11,1.56304E+11,1.30252E+11,56000000010,1.26944E+11,10
1831,8.233,4.433,4.5,6.8,2050,0.07,0.17,1000000000,-0.091,0.05,-0.017,0.072,0.072,0.05,0.1,-0.083,5E+11,5010000000,300000000,10220000000,8000000000,7300000000,3600000000,8000000000,1550000000,20000000000,1,5E+11,6.86047E+12,4400000000,300000000,3936848331,3919962700,1,1,4077504329,1550000000,1000000000,3E+11,151164.3489,2436.77112,869.7125991,0,663837563,1549999999,0,0,0,0,0,0,1483837563,1549999999,0,1737440867,0,0,0,3935028331,2420000000,1549999999,299500000,3919952700,0,4077504328,0,71580024971,2.27911E+11,85250000010,4507500000,80781600820,10,29969808192,10
1832,10,4.433,8.5,4.767,2045,0.08,0.17,1000000000,-0.008,-0.05,0.017,0.05,0.094,-0.028,-0.05,-0.157,9E+11,2000000000,4080000000,10220000000,12500000000,6400000000,3600000000,5200000000,1360000000,20000000000,1,9E+11,1.9664E+13,2000000000,4080000000,5489106481,6069554933,1,369726322.5,2277532346,1360000000,1000000000,3.73476E+11,240890.7161,5253.946801,1988.658353,5487286481,20000000,1359999999,2499500000,215834521,0,0,0,5487286481,20000000,1359999999,4079500000,2189106287,0,0,0,5487286481,20000000,1359999999,4079500000,6069544933,369726321,2277532345,0,2.92831E+11,1.502E+11,1.02E+11,1.96108E+11,1.09613E+11,3697263235,45550646920,10
1833,10,4.433,12.5,4.767,2030,0.08,0.04,800000000,-0.091,0.033,-0.15,0.061,0.061,0.017,-0.017,-0.206,1E+12,2430000000,1560000000,5460000000,18500000000,7300000000,3200000000,5200000000,1930000000,12000000000,1,1E+12,2.61016E+13,2430000000,1560000000,5460000000,7000000000,1,872587950.3,5200000000,1930000000,450732000,5.28479E+11,201500.5713,5004.337086,1684.535974,0,450000000,1929999999,1559500000,910298162,0,0,0,5458180000,450000000,1929999999,1559500000,3851381239,0,4999999998,0,5458180000,450000000,1929999999,1559500000,6999990000,872587949,5199999999,0,1.96727E+11,1.822E+11,1.4475E+11,97660938518,1.79445E+11,7531194628,1.91685E+11,10
1834,10,6.367,4.5,6.8,2040,0.08,0.105,400000000,-0.119,0.1,0.117,0.094,0.05,0.028,0.05,-0.108,4E+11,5010000000,2820000000,9030000000,8000000000,9100000000,3200000000,9400000000,1360000000,8000000000,1,4E+11,5.25696E+12,4000000000,2152006145,1039999448,7661290323,1,1,1,1360000000,400000000,3.83065E+11,94106.96275,1685.181095,566.0687421,0,0,0,0,0,0,0,0,699469770,420000000,1359999999,0,2030488027,0,0,0,1038179448,2020000000,1359999999,2151506145,7661280323,0,0,0,20827288950,1.694E+11,61200000010,10767530727,1.37805E+11,10,10,10
1835,6.467,8.3,0.5,2.733,2030,0.07,0.04,600000000,-0.174,-0.05,0.15,0.117,0.106,-0.017,-0.017,-0.059,4E+11,2860000000,930000000,10220000000,17000000000,4600000000,3200000000,10800000000,600000000,20000000000,1,4E+11,4.86159E+12,2028571428,500000,10000000000,10000000001,1,1,1,600000000,600000000,3.2335E+11,137122.8212,1220.760034,646.4302585,0,0,0,0,0,0,0,0,1469289641,0,599999999,0,0,0,0,0,9998180000,48571428,599999999,0,9999990001,0,0,0,1.54449E+11,99542857117,21000000010,7500000,1.25E+11,10,10,10
1836,6.467,4.433,0.5,4.767,2040,0.08,0.105,600000000,-0.174,-0.033,0.017,0.128,0.128,0.006,-0.05,-0.034,1.1E+12,3290000000,2820000000,1890000000,12500000000,4600000000,3000000000,2400000000,1170000000,4000000000,0,0,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1837,10,2.5,4.5,4.767,2030,0.09,0.105,900000000,-0.174,-0.017,0.117,0.083,0.128,0.017,0.083,-0.034,6E+11,4580000000,930000000,10220000000,5000000000,1000000000,2800000000,12200000000,1550000000,12000000000,1,6E+11,7.4722E+12,4000000000,500000,5895238648,5000000000,1,1,11683605909,1550000000,900000000,5.28479E+11,162635.4684,2469.446346,944.9975917,0,0,1549999999,0,0,0,0,0,3903243302,420000000,1549999999,0,2499985001,0,0,0,5893418648,2020000000,1549999999,0,4999990000,0,11683605908,0,1.40338E+11,1.694E+11,77500000010,7500000,1.125E+11,10,1.00254E+11,10
1838,8.233,2.5,0.5,6.8,2030,0.07,0.04,900000000,-0.036,0.1,0.05,0.05,0.061,-0.05,-0.017,-0.181,8E+11,4150000000,930000000,11410000000,6500000000,5500000000,3600000000,6600000000,1930000000,8000000000,1,8E+11,1.23166E+13,4150000000,930000000,8000000000,10000,1,1,6600000000,1930000000,610500000,2.244E+11,289123.83,4019.377489,1655.444415,0,1350000000,1929999999,0,0,0,0,0,7998180000,2170000000,1929999999,929500000,0,0,0,0,7998180000,2170000000,1929999999,929500000,0,0,6599999999,0,2.85027E+11,2.6065E+11,1.07065E+11,23257500000,150000,10,1.24E+11,10
1839,4.7,2.5,8.5,0.7,2050,0.08,0.04,800000000,-0.147,0.1,-0.083,0.072,0.061,0.039,-0.017,-0.157,7E+11,2430000000,5970000000,6650000000,17000000000,4600000000,3600000000,10800000000,1550000000,12000000000,1,7E+11,1.07991E+13,2430000000,5970000000,3161672552,8838327448,1,1879650522,3546969388,1550000000,372129201.3,3E+11,119582.6642,3631.55927,1179.126937,0,430000000,1549999999,0,0,0,0,0,0,450000000,1549999999,3469500000,3043478863,0,0,0,3159852552,450000000,1549999999,5969500000,8838317448,1879650521,3546969387,0,59952388284,1.7535E+11,93000000010,1.41608E+11,1.66733E+11,10152317144,53204540831,10
1840,4.7,2.5,4.5,6.8,2040,0.09,0.04,300000000,-0.202,0.017,0.083,0.139,0.117,0.017,-0.017,-0.206,6E+11,4580000000,4080000000,11410000000,17000000000,1900000000,2200000000,9400000000,980000000,8000000000,1,6E+11,8.40391E+12,2817777778,4080000000,1240439357,8000000000,1,2200000000,1,980000000,300000000,2.375E+11,102912.9569,1875.993342,705.931294,0,400000000,0,0,0,0,0,0,1238619357,437777778,979999999,1579500000,6866589485,0,0,0,1238619357,837777778,979999999,4079500000,7999990000,2199999999,0,0,24836087136,1.81933E+11,39200000010,89507500000,2.42523E+11,22000000010,10,10
1841,4.7,4.433,8.5,2.733,2045,0.08,0.17,600000000,-0.202,0,0.083,0.106,0.083,0.006,-0.017,-0.108,5E+11,4580000000,300000000,11410000000,6500000000,1000000000,3800000000,8000000000,980000000,16000000000,1,5E+11,6.69409E+12,4400000000,300000000,1613529412,6500000000,1,2295292633,1,980000000,600000000,2.503E+11,127084.9391,1602.490655,626.0555136,0,400000000,979999999,0,0,0,0,0,1261121176,1220000000,979999999,0,4657672952,0,0,0,1611709412,2420000000,979999999,299500000,6499990000,2295292632,0,0,41162594113,2.134E+11,53900000010,4507500000,1.64077E+11,22952926342,10,10
1842,10,8.3,8.5,6.8,2030,0.07,0.04,700000000,-0.147,-0.033,0.05,0.117,0.05,-0.028,0.017,-0.181,7E+11,2860000000,4710000000,11410000000,11000000000,9100000000,3600000000,2400000000,1930000000,8000000000,1,7E+11,1.00068E+13,2860000000,4710000000,1999989998,8000000000,1,210474960.8,2400000000,1930000000,314999657.9,4.90545E+11,115145.1533,3369.14303,1041.43613,0,460000000,1929999999,0,469491972,0,0,0,1998169998,880000000,1929999999,0,6000000002,0,0,0,1998169998,880000000,1929999999,4709500000,7999990000,210474960,2399999999,0,40027099953,1.893E+11,1.0615E+11,83157499995,2.32455E+11,2104749618,46805235116,10
1843,8.233,6.367,0.5,6.8,2050,0.09,0.105,700000000,0.02,-0.033,-0.05,0.15,0.061,0.028,0.083,-0.132,4E+11,2860000000,300000000,6650000000,5000000000,5500000000,3800000000,12200000000,600000000,16000000000,1,4E+11,5.69484E+12,2860000000,500000,2499999999,5000000000,1,3800000000,2490453286,600000000,548899999.9,3E+11,111361.7133,1037.396642,480.0033237,0,0,599999999,0,0,0,0,0,0,767300803,599999999,0,1737440867,0,0,0,2498179999,880000000,599999999,0,4999990000,3799999999,2490453285,0,50027299980,1.70756E+11,30000000010,7500000,97110374118,38000000010,14099297768,10
1844,6.467,2.5,8.5,6.8,2040,0.08,0.105,800000000,0.02,0,-0.15,0.072,0.139,-0.006,0,-0.059,1E+12,4580000000,1560000000,7840000000,6500000000,4600000000,3600000000,6600000000,600000000,4000000000,0,0,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1845,8.233,2.5,4.5,4.767,2050,0.09,0.105,900000000,-0.174,0.1,0.017,0.061,0.15,-0.028,0.067,-0.059,8E+11,2860000000,1560000000,6650000000,17000000000,4600000000,3600000000,12200000000,2120000000,16000000000,1,8E+11,1.19967E+13,2860000000,1560000000,6120000000,223816633.3,1,1,12200000000,2120000000,900000000,3E+11,224943.1354,4728.397272,1636.25052,0,860000000,2119999999,0,0,0,0,0,6118180000,880000000,2119999999,1559500000,0,0,2799999998,0,6118180000,880000000,2119999999,1559500000,223806633,0,12199999999,0,2.21004E+11,2.036E+11,1.484E+11,39007500000,1119233166,10,1.8687E+11,10
1846,10,6.367,8.5,0.7,2050,0.07,0.04,500000000,-0.091,-0.017,-0.117,0.117,0.128,0.05,0.067,-0.034,1E+12,2430000000,2190000000,700000000,14000000000,9100000000,3600000000,8000000000,980000000,16000000000,0,0,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
