future_id,Energy_DACCS,Energy_DOCCS,Energy_EW,Energy_OA,EnergyL,Land_A/R,Land_BECCS,LandL,ER_A/R,ER_BC,ER_BECCS,ER_DACCS,ER_DOCCS,ER_EW,ER_OA,ER_SCS,CDRRequired,Ymax_A/R,Ymax_BC,Ymax_BECCS,Ymax_DACCS,Ymax_DOCCS,Ymax_EW,Ymax_OA,Ymax_SCS,GeoSt,Solved,Removals,Costs,A/R,BC,BECCS,DACCS,DOCCS,EW,OA,SCS,Land,Energy,Water,Nitrogen,Phosphorous,BECCS_2050,A/R_2050,SCS_2050,BC_2050,DACCS_2050,EW_2050,OA_2050,DOCCS_2050,BECCS_2075,A/R_2075,SCS_2075,BC_2075,DACCS_2075,EW_2075,OA_2075,DOCCS_2075,BECCS_2100,A/R_2100,SCS_2100,BC_2100,DACCS_2100,EW_2100,OA_2100,DOCCS_2100,BECCS_removed,A/R_removed,SCS_removed,BC_removed,DACCS_removed,EW_removed,OA_removed,DOCCS_removed
647,10,8.3,4.5,0.7,2035,0.07,0.17,900000000,0.02,0.05,-0.117,0.15,0.094,-0.039,0.1,-0.059,9E+11,5440000000,2190000000,1890000000,8000000000,2800000000,2200000000,9400000000,790000000,12000000000,1,9E+11,1.34523E+13,4400000000,2190000000,1890000000,8000000000,1,254917655.4,9400000000,790000000,675700000,4.38636E+11,157198.4172,2093.69889,837.89169,0,1599999999,789999999,0,569110479,0,0,0,0,2419999999,789999999,2189500000,3872488027,0,9399999999,0,1888180000,2420000000,789999999,2189500000,7999990000,254917654,9399999999,0,37827300000,2.794E+11,55300000010,54757500000,1.99247E+11,2549176564,2.70919E+11,10
648,8.233,4.433,0.5,2.733,2030,0.08,0.105,800000000,-0.008,0.1,-0.083,0.072,0.072,-0.006,0,-0.034,7E+11,4150000000,1560000000,5460000000,8000000000,1000000000,2400000000,6600000000,2310000000,8000000000,1,7E+11,9.78444E+12,4150000000,1560000000,1820000,8000000000,1,2400000000,4634336664,2310000000,378400000,3.98648E+11,112467.9134,3525.28639,986.01669,0,800000000,2309999999,0,0,0,0,0,0,1620000000,2309999999,0,5499990000,0,0,0,0,2170000000,2309999999,1559500000,7999990000,2399999999,4634336663,0,27300000,2.3165E+11,1.386E+11,31207500000,2.05E+11,24000000010,69515049970,10
649,4.7,4.433,12.5,6.8,2035,0.09,0.04,400000000,-0.008,-0.05,0.117,0.15,0.083,0.039,-0.033,-0.059,5E+11,2000000000,4710000000,10220000000,9500000000,5500000000,2200000000,5200000000,600000000,4000000000,1,5E+11,7.81831E+12,2000000000,4710000000,499999999.5,4000000000,1,2200000000,1,600000000,220300000,2.315E+11,75753.20249,1885.13389,653.6516901,0,20000000,599999999,0,0,0,0,0,0,20000000,599999999,2209500000,3999989999,0,0,0,498179999,20000000,599999999,4709500000,3999990000,2199999999,0,0,5027300027,1.499E+11,39000000010,1.05258E+11,1.56815E+11,44000000010,10,10
650,8.233,4.433,12.5,4.767,2030,0.07,0.17,600000000,-0.23,-0.05,0.117,0.061,0.083,-0.05,0.05,-0.059,1.1E+12,3290000000,2190000000,7840000000,14000000000,1000000000,3400000000,3800000000,2310000000,12000000000,1,1.1E+12,2.13139E+13,3290000000,2190000000,2816349569,10172350792,1,306573411.3,3800000000,2310000000,600000000,5.28479E+11,205765.2983,5703.305029,1830.571752,2814529569,1310000000,2309999999,2189500000,262157806,0,1456814853,0,2814529569,1310000000,2309999999,2189500000,5087501521,0,3799999999,0,2814529569,1310000000,2309999999,2189500000,10172340792,306573410,3799999999,0,1.55857E+11,2.393E+11,1.7325E+11,1.21254E+11,2.35589E+11,1532867066,1.73217E+11,10
651,10,2.5,4.5,0.7,2040,0.09,0.17,700000000,-0.091,0.017,0.017,0.05,0.061,-0.028,0.083,-0.23,9E+11,5010000000,300000000,4270000000,17000000000,6400000000,2000000000,13600000000,2310000000,16000000000,1,9E+11,1.40797E+13,4400000000,300000000,1758843993,6517521975,1,1,13600000000,2310000000,700000000,3.73476E+11,166062.6827,2606.65097,928.7193926,0,1494405792,0,0,0,0,0,0,1757023993,2314405792,2309999999,299500000,2499989999,0,9999999998,0,1757023993,2420000000,2309999999,299500000,6517511975,0,13599999999,0,58692271549,2.73592E+11,92400000010,7507500000,1.20808E+11,10,3.47E+11,10
652,10,6.367,12.5,4.767,2045,0.07,0.105,300000000,-0.119,-0.05,0.15,0.139,0.083,-0.028,0.05,-0.059,1E+12,5440000000,930000000,1890000000,12500000000,4600000000,3000000000,10800000000,1740000000,8000000000,0,0,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
653,10,2.5,0.5,2.733,2045,0.07,0.04,300000000,-0.174,-0.05,-0.017,0.083,0.061,0.017,-0.033,-0.01,9E+11,2860000000,1560000000,9030000000,15500000000,9100000000,3800000000,13600000000,1550000000,20000000000,1,9E+11,1.78812E+13,2860000000,1560000000,5060838191,3808558934,1,3800000000,12700194076,1550000000,300000000,3.73476E+11,180329.9652,3901.826582,1353.082978,38944271,880000000,1549999999,0,23437540,0,0,0,3726185317,880000000,1549999999,1559500000,1999106286,3799999999,0,0,5059018191,880000000,1549999999,1559500000,3808548934,3799999999,12700194075,0,1.70985E+11,1.698E+11,1.1625E+11,54607500000,72355656387,1.14E+11,2.02002E+11,10
654,4.7,8.3,8.5,6.8,2040,0.08,0.04,600000000,-0.119,0.1,-0.017,0.061,0.128,-0.028,-0.017,-0.108,4E+11,3290000000,5340000000,11410000000,8000000000,6400000000,3400000000,10800000000,2120000000,16000000000,1,4E+11,5.48264E+12,3290000000,4999999999,1820000,5610601999,1,1,1,2120000000,295741491.6,1.31849E+11,79557.93784,2562.56389,727.80669,0,0,0,0,0,0,0,0,0,420000000,2119999999,0,610591999,0,0,0,0,1310000000,2119999999,4999499999,5610591999,0,0,0,27300000,1.643E+11,95400000010,37507499990,1.02765E+11,10,10,10
655,4.7,4.433,12.5,2.733,2035,0.07,0.105,400000000,-0.063,0.1,0.15,0.083,0.083,-0.039,0.05,-0.01,9E+11,5440000000,5340000000,10220000000,8000000000,8200000000,3200000000,12200000000,2310000000,16000000000,1,9E+11,1.20133E+13,4400000000,5340000000,1757941329,8000000000,1,1,12200000000,2310000000,400000000,3.54713E+11,129435.3918,4231.73751,1264.379047,0,400000000,2309999999,0,0,0,0,0,1756121329,1220000000,2309999999,339500000,5847603874,0,0,0,1756121329,2420000000,2309999999,5339500000,7999990000,0,12199999999,0,44778141860,2.134E+11,1.386E+11,96007500000,2.10214E+11,10,1.97E+11,10
656,10,8.3,12.5,6.8,2030,0.08,0.04,200000000,-0.23,0,0.15,0.117,0.05,0.006,-0.033,-0.01,1E+12,4150000000,2820000000,11410000000,12500000000,1900000000,2400000000,9400000000,1360000000,20000000000,1,1E+12,2.52153E+13,1980000000,2820000000,4868005316,4177574938,1,1,9400000000,1360000000,200000000,5.28479E+11,182520.2633,5132.371769,1832.603891,4866185316,0,1359999999,2819500000,910298163,0,0,0,4866185316,0,1359999999,2819500000,1729502196,0,6280143833,0,4866185316,0,1359999999,2819500000,4177564938,0,9399999999,0,2.67208E+11,59400000000,1.02E+11,2.05237E+11,99718787315,10,2.66436E+11,10
657,10,4.433,12.5,4.767,2035,0.09,0.105,300000000,0.02,0.1,0.083,0.072,0.139,-0.039,0.033,-0.059,6E+11,2000000000,2190000000,5460000000,14000000000,7300000000,2800000000,3800000000,1930000000,12000000000,1,6E+11,8.74877E+12,2000000000,2190000000,1030696299,7999443716,1,1,3800000000,1930000000,300000000,4.90545E+11,95860.82227,3522.773149,1003.89644,32242189,20000000,1929999999,0,0,0,0,0,1028876299,20000000,1929999999,2189500000,4530488028,0,0,0,1028876299,20000000,1929999999,2189500000,7999433716,0,3799999999,0,39873639166,1.499E+11,1.2545E+11,54757500000,1.8022E+11,10,49798952198,10
658,10,6.367,0.5,4.767,2050,0.08,0.04,500000000,-0.063,-0.017,-0.083,0.128,0.05,0.006,-0.017,-0.132,8E+11,2860000000,1560000000,9030000000,14000000000,9100000000,3600000000,1000000000,1170000000,8000000000,1,8E+11,1.64739E+13,2860000000,1560000000,6598685466,5343310001,1,3600000000,1000000000,1170000000,500000000,3.00001E+11,208567.5515,3502.635493,1356.473664,0,880000000,1169999999,0,131843313,0,0,0,6596865466,880000000,1169999999,1559500000,1250435065,3599999999,0,0,6596865466,880000000,1169999999,1559500000,5343300001,3599999999,999999999,0,1.84914E+11,2.119E+11,87750000010,70207500000,81228780736,1.44E+11,20000000010,10
659,10,6.367,8.5,4.767,2030,0.09,0.17,1000000000,-0.036,0,0.017,0.117,0.083,0.006,-0.033,-0.034,1E+12,4150000000,5970000000,6650000000,15500000000,7300000000,3000000000,12200000000,2310000000,12000000000,1,1E+12,1.44332E+13,4150000000,5970000000,3610135950,8608404385,1,2307259474,1,2310000000,1000000000,5.28479E+11,210313.9571,5668.762678,1852.540868,0,1599999999,2309999999,0,399947041,0,0,0,3608315950,2170000000,2309999999,4794739137,6000000002,0,0,0,3608315950,2170000000,2309999999,5969500000,8608394385,2307259473,0,0,1.35353E+11,2.7315E+11,1.617E+11,1.5486E+11,2.5536E+11,19576343803,10,10
660,10,6.367,12.5,6.8,2050,0.07,0.04,1000000000,-0.174,0.017,-0.083,0.072,0.128,0.017,0.083,-0.083,1E+12,4150000000,1560000000,6650000000,9500000000,5500000000,3200000000,3800000000,2310000000,12000000000,1,1E+12,2.30351E+13,4150000000,1560000000,6650000000,3416010003,1,1,3800000000,2310000000,576312858,3.00001E+11,321265.9387,6258.982147,2285.062183,4663188797,1599999999,2309999999,1559500000,3,0,193887222,0,6648180000,2170000000,2309999999,1559500000,3,0,2103595686,0,6648180000,2170000000,2309999999,1559500000,3416000003,0,3799999999,0,3.30327E+11,2.7315E+11,1.7325E+11,93607500000,30029475513,10,99635548567,10
661,4.7,6.367,0.5,6.8,2045,0.09,0.04,400000000,-0.202,0.05,-0.017,0.139,0.106,-0.039,0.017,-0.108,6E+11,5010000000,5340000000,10220000000,5000000000,1900000000,2000000000,13600000000,1170000000,12000000000,1,6E+11,8.2422E+12,3600000000,5340000000,1175000000,5000000000,1,1,5367653973,1170000000,400000000,3E+11,112097.5516,2454.846346,844.7536572,0,400000000,1169999999,0,0,0,0,0,0,1220000000,1169999999,0,4657672951,0,0,0,1173180000,1620000000,1169999999,5339500000,4999990000,0,5367653972,0,23527300000,2.034E+11,64350000010,90823043403,1.4819E+11,10,69709574493,10
662,10,6.367,0.5,0.7,2045,0.08,0.04,700000000,-0.147,0.1,0.117,0.106,0.106,-0.028,0.017,-0.108,4E+11,4580000000,2190000000,10220000000,18500000000,7300000000,3000000000,6600000000,600000000,16000000000,1,4E+11,4.99881E+12,3200000000,500000,10000000000,6000000000,1,1,1,600000000,690800000,3E+11,152509.3618,1252.477425,685.6050383,0,0,0,0,0,0,0,0,1486186219,0,599999999,0,0,0,0,0,9998180000,1220000000,599999999,0,5999990000,0,0,0,1.54787E+11,1.314E+11,21000000010,7500000,92805075584,10,10,10
663,10,4.433,4.5,4.767,2045,0.07,0.105,400000000,0.02,0.05,-0.05,0.094,0.083,-0.039,-0.033,-0.181,4E+11,2860000000,930000000,7840000000,14000000000,4600000000,2600000000,12200000000,600000000,16000000000,1,4E+11,6.01343E+12,2860000000,930000000,1571428019,7469521976,1,1,1,600000000,400000000,3.73476E+11,109314.4368,1192.82515,512.9010167,0,437590784,599999999,0,0,0,0,0,79353042,880000000,599999999,0,2189106287,0,0,0,1569608019,880000000,599999999,929500000,7469511976,0,0,0,31455860379,1.88404E+11,33000000010,18607500000,1.28533E+11,10,10,10
664,10,2.5,4.5,0.7,2040,0.09,0.17,800000000,-0.202,0,0.117,0.106,0.05,0.039,0.083,-0.059,8E+11,5010000000,5970000000,10220000000,14000000000,2800000000,2600000000,6600000000,980000000,8000000000,1,8E+11,1.11335E+13,4400000000,5970000000,2937077209,5822168088,1,2600000000,6600000000,980000000,800000000,3.72708E+11,172732.6975,2873.641075,1135.336601,0,800000000,979999999,0,0,0,0,0,2935257209,1620000000,979999999,969500000,3222266808,0,71860695,0,2935257209,2420000000,979999999,5969500000,5822158088,2599999999,6599999999,0,1.02325E+11,2.354E+11,58800000010,1.11758E+11,1.40998E+11,26000000010,1.24719E+11,10
665,8.233,2.5,0.5,4.767,2045,0.07,0.17,1000000000,-0.119,0,0.117,0.117,0.117,-0.039,-0.05,-0.23,1E+12,2430000000,5970000000,4270000000,8000000000,6400000000,3800000000,12200000000,600000000,12000000000,1,1E+12,1.96841E+13,2430000000,5970000000,4270000000,7730000000,1,3800000000,1,600000000,940834000,3.27705E+11,242668.6036,4386.33889,1879.10669,4268180000,450000000,599999999,2499500000,262157804,0,0,0,4268180000,450000000,599999999,5969500000,2618067932,673019164,0,0,4268180000,450000000,599999999,5969500000,7729990000,3799999999,0,0,2.68727E+11,1.822E+11,36000000010,2.76308E+11,1.54035E+11,82730191659,10,10
666,10,2.5,0.5,6.8,2030,0.09,0.04,800000000,-0.174,0.1,-0.083,0.106,0.094,0.05,-0.017,-0.132,4E+11,2000000000,5340000000,5460000000,15500000000,7300000000,2000000000,12200000000,2310000000,16000000000,1,4E+11,5.00479E+12,2000000000,500000,1820000,10569574937,1,1,1,2310000000,241303534.6,5.28479E+11,58322.17857,2146.40889,559.17669,0,0,0,0,0,0,0,0,0,0,2309999999,0,3063122835,0,0,0,0,20000000,2309999999,0,10569564937,0,0,0,27300000,1.194E+11,92400000010,7500000,1.88165E+11,10,10,10
667,8.233,2.5,8.5,4.767,2040,0.08,0.04,500000000,-0.174,-0.033,-0.15,0.15,0.106,0.05,-0.033,-0.23,1E+12,4150000000,2190000000,1890000000,5000000000,3700000000,3400000000,5200000000,2310000000,16000000000,1,1E+12,2.81218E+13,4150000000,2190000000,1890000000,5000000000,1,2561613151,5200000000,2310000000,436600000,4.38636E+11,197140.8913,5841.27139,1847.30169,1888180000,1599999999,2309999999,2189500000,427240095,0,0,0,1888180000,2170000000,2309999999,2189500000,1690108989,0,3875895229,0,1888180000,2170000000,2309999999,2189500000,4999990000,2561613150,5199999999,0,1.13427E+11,2.7315E+11,1.7325E+11,1.56407E+11,1.0797E+11,17950302287,1.57845E+11,10
668,10,6.367,8.5,2.733,2030,0.09,0.17,900000000,-0.119,0.05,0.05,0.094,0.117,-0.006,0.067,-0.132,7E+11,5870000000,5970000000,9030000000,6500000000,6400000000,3200000000,1000000000,1740000000,12000000000,1,7E+11,9.35817E+12,4400000000,5970000000,3166470588,6500000000,1,3040607640,1000000000,1740000000,900000000,4.67891E+11,141309.4614,3388.111831,1133.391396,0,400000000,1739999999,0,0,0,0,0,664650588,1220000000,1739999999,0,6000000002,0,0,0,3164650588,2420000000,1739999999,5969500000,6499990000,3040607639,999999999,0,65786123529,2.134E+11,95700000010,97207500000,1.825E+11,30406076414,15000000010,10
669,6.467,2.5,4.5,0.7,2035,0.09,0.17,700000000,-0.23,-0.05,0.15,0.094,0.128,0.039,0.067,-0.132,9E+11,2860000000,5970000000,6650000000,15500000000,1000000000,3600000000,13600000000,790000000,4000000000,1,9E+11,1.38937E+13,2860000000,5970000000,2603529412,1603529413,1,3600000000,13600000000,790000000,700000000,1.8045E+11,148874.9729,2694.62389,1063.59169,0,460000000,789999999,0,0,0,0,0,2601709412,880000000,789999999,2499500000,1499990000,0,8042964114,0,2601709412,880000000,789999999,5969500000,1603519413,3599999999,13599999999,0,1.00027E+11,1.893E+11,47400000010,1.27058E+11,39570738255,72000000010,3.24644E+11,10
670,6.467,8.3,4.5,0.7,2030,0.08,0.04,200000000,0.02,0.083,-0.15,0.083,0.094,-0.05,-0.033,-0.181,8E+11,5440000000,1560000000,9030000000,11000000000,7300000000,2000000000,3800000000,2310000000,8000000000,1,8E+11,1.42883E+13,2500000000,1560000000,1820000,8000000000,1,2000000000,3800000000,2310000000,200000000,3.1698E+11,79925.58306,4260.869277,1099.546996,0,520000000,2309999999,0,1407605013,0,0,0,0,520000000,2309999999,1559500000,7999990000,0,0,0,0,520000000,2309999999,1559500000,7999990000,1999999999,3799999999,0,27300000,1.632E+11,1.63362E+11,62407500000,2.95003E+11,40000000010,76000000010,10
671,10,8.3,8.5,2.733,2050,0.08,0.04,500000000,-0.174,0,0.117,0.083,0.061,0.039,0.033,-0.059,9E+11,3290000000,1560000000,9030000000,14000000000,2800000000,3800000000,1000000000,1550000000,16000000000,1,9E+11,1.39369E+13,2873738765,1560000000,9030000000,2954007058,1,3597593335,1000000000,1550000000,500000000,3.00001E+11,342767.9881,5028.511039,2119.874475,6501025468,893738765,1549999999,0,0,0,0,0,9028180000,893738765,1549999999,1559500000,1157135066,0,999999999,0,9028180000,893738765,1549999999,1559500000,2953997058,3597593334,999999999,0,4.65809E+11,1.55971E+11,1.1625E+11,39007500000,66030636816,26932405969,30000000010,10
672,6.467,4.433,8.5,4.767,2045,0.07,0.04,500000000,-0.119,0.083,0.15,0.05,0.061,0.006,-0.05,-0.01,5E+11,5010000000,4710000000,3080000000,5000000000,3700000000,3400000000,1000000000,1550000000,16000000000,1,5E+11,6.72164E+12,4400000000,4710000000,3080000000,2499999999,1,1,1,1550000000,445700000,80837499968,151045.3064,2915.14889,1031.16669,0,400000000,1549999999,0,0,0,0,0,2498179999,1220000000,1549999999,0,1892999998,0,0,0,3078180000,2420000000,1549999999,4709500000,2499989999,0,0,0,83727299990,2.134E+11,85250000010,58157500000,59465199970,10,10,10
673,10,2.5,0.5,6.8,2035,0.07,0.04,700000000,-0.23,0.033,0.017,0.106,0.139,0.028,0.067,-0.034,8E+11,2430000000,930000000,11410000000,14000000000,1900000000,2200000000,3800000000,2120000000,8000000000,1,8E+11,1.21253E+13,2430000000,930000000,5810883713,6078712945,1,2200000000,3800000000,2120000000,415232223,4.38636E+11,173511.2573,4282.756405,1371.562862,0,450000000,2119999999,0,0,0,0,0,5809063713,450000000,2119999999,929500000,2189106287,2121479283,3287217316,0,5809063713,450000000,2119999999,929500000,6078702945,2199999999,3799999999,0,1.5351E+11,1.7595E+11,1.484E+11,23257500000,1.44205E+11,54607396430,1.0007E+11,10
674,10,8.3,12.5,2.733,2045,0.09,0.04,200000000,-0.174,0.1,0.083,0.083,0.117,-0.028,-0.017,-0.108,5E+11,3290000000,1560000000,5460000000,11000000000,1000000000,3800000000,10800000000,2310000000,12000000000,1,5E+11,6.97379E+12,1980000000,1560000000,4682578138,7469521977,1,1,1,2310000000,200000000,3.73476E+11,117340.092,4022.484858,1209.628483,0,0,2309999999,0,0,0,0,0,4680758138,0,2309999999,0,2189106288,0,0,0,4680758138,0,2309999999,1559500000,7469511977,0,0,0,1.5371E+11,59400000000,1.386E+11,31207500000,1.17082E+11,10,10,10
675,4.7,6.367,12.5,4.767,2045,0.09,0.105,700000000,-0.091,-0.033,0.117,0.139,0.128,-0.05,0.1,-0.157,1.1E+12,2000000000,2820000000,9030000000,14000000000,3700000000,3200000000,9400000000,1360000000,20000000000,1,1.1E+12,2.38209E+13,2000000000,2820000000,5938442401,9924220865,1,1,7083698080,1360000000,700000000,3.73476E+11,274794.1729,5627.562894,2193.192088,5936622401,20000000,1359999999,2819500000,459222387,0,0,0,5936622401,20000000,1359999999,2819500000,4657672953,0,0,0,5936622401,20000000,1359999999,2819500000,9924210865,0,7083698079,0,3.54286E+11,1.462E+11,1.02E+11,2.09907E+11,2.34554E+11,10,53051966122,10
676,4.7,4.433,12.5,4.767,2050,0.09,0.04,700000000,-0.063,0.1,-0.083,0.117,0.072,0.05,0.05,-0.059,1E+12,3720000000,2820000000,6650000000,11000000000,6400000000,3600000000,6600000000,980000000,8000000000,1,1E+12,2.29586E+13,3720000000,2820000000,6650000000,3122188327,1,1109084951,6600000000,980000000,608630000,3E+11,299143.0303,4562.857743,1949.87478,2375991673,1599999999,979999999,2819500000,280517689,0,0,0,6648180000,1740000000,979999999,2819500000,1349990000,0,1669686943,0,6648180000,1740000000,979999999,2819500000,3122178327,1109084950,6599999999,0,3.01694E+11,2.61E+11,73500000010,1.70808E+11,63710952346,8544515674,1.20743E+11,10
677,4.7,8.3,12.5,4.767,2040,0.09,0.105,600000000,-0.147,-0.017,-0.117,0.117,0.106,-0.039,0.083,-0.157,7E+11,2860000000,4710000000,4270000000,6500000000,1900000000,2600000000,13600000000,2120000000,8000000000,1,7E+11,9.33286E+12,2860000000,4710000000,1820000,6500000000,1,1,11994352100,2120000000,295100000,4.38635E+11,85191.60519,2952.76889,863.58669,0,60000000,759999998,0,0,0,0,0,0,880000000,2119999999,0,6499990000,0,0,0,0,880000000,2119999999,4709500000,6499990000,0,11994352099,0,27300000,1.75E+11,96199999995,81707500000,1.98289E+11,10,1.48777E+11,10
678,6.467,4.433,4.5,4.767,2040,0.08,0.17,500000000,-0.036,0.033,-0.017,0.106,0.139,-0.006,0.1,-0.157,4E+11,4580000000,5970000000,1890000000,8000000000,6400000000,2800000000,9400000000,1550000000,16000000000,1,4E+11,5.13903E+12,4000000000,500000,1820000,8000000000,1,1,2713009995,1550000000,366400000,3.23345E+11,82249.3202,1525.10889,482.37669,0,0,0,0,0,0,0,0,0,420000000,1549999999,0,2499989999,0,0,0,0,2020000000,1549999999,0,7999990000,0,2713009994,0,27300000,1.694E+11,62000000010,7500000,1.55E+11,10,13565049985,10
679,10,8.3,8.5,4.767,2040,0.07,0.105,1000000000,-0.23,0.067,0.017,0.083,0.106,0.039,-0.017,-0.206,9E+11,5870000000,4080000000,5460000000,14000000000,6400000000,2200000000,6600000000,790000000,16000000000,1,9E+11,1.50175E+13,4400000000,4080000000,5460000000,7102360671,1,2200000000,770214611.2,790000000,922493691.9,4.38636E+11,270406.1511,3556.79889,1614.96669,458180000,1599999999,789999999,0,351746771,0,0,0,5458180000,2419999999,789999999,4079500000,3227297059,0,0,0,5458180000,2420000000,789999999,4079500000,7102350671,2199999999,770214610,0,2.35527E+11,2.794E+11,47400000010,1.50708E+11,1.60561E+11,11000000010,15404292234,10
680,10,2.5,12.5,4.767,2030,0.09,0.04,400000000,-0.091,-0.033,-0.017,0.061,0.15,-0.039,0.05,-0.206,1.1E+12,5010000000,1560000000,11410000000,6500000000,1000000000,3800000000,3800000000,1930000000,4000000000,0,0,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
681,8.233,2.5,12.5,2.733,2050,0.07,0.105,200000000,-0.063,-0.017,0.117,0.117,0.094,0.017,0.05,-0.157,4E+11,5010000000,1560000000,7840000000,11000000000,2800000000,2200000000,8000000000,1360000000,12000000000,1,4E+11,5.62896E+12,2532345948,1560000000,69655873.52,4632100370,1,1,8000000000,1360000000,200000000,3E+11,77745.28425,1845.087921,563.9630509,0,59005693,1359999999,0,0,0,0,0,67835874,552345948,1359999999,0,1737440867,0,0,0,67835874,552345948,1359999999,1559500000,4632090370,0,7999999999,0,1420417470,1.58988E+11,68000000010,23407500000,84342289175,10,63841766734,10
682,6.467,2.5,12.5,6.8,2035,0.08,0.105,400000000,-0.202,0,0.05,0.05,0.072,-0.028,-0.033,-0.01,1E+12,5010000000,5970000000,9030000000,5000000000,3700000000,2800000000,10800000000,1740000000,16000000000,1,1E+12,1.9078E+13,4400000000,5970000000,1598436505,5000000000,1,1873105392,6229438888,1740000000,400000000,4.90545E+11,157383.605,5220.321147,1661.742728,1291325326,1599999999,1739999999,0,880022391,0,0,0,1596616505,2419999999,1739999999,5969500000,4999990000,0,0,0,1596616505,2420000000,1739999999,5969500000,4999990000,1873105391,6229438887,0,38329363444,2.794E+11,1.305E+11,2.34034E+11,1.89375E+11,14578290846,1.13784E+11,10
683,8.233,4.433,12.5,6.8,2050,0.08,0.17,500000000,-0.036,0.083,-0.15,0.083,0.05,0.028,0.067,-0.132,1.1E+12,2860000000,300000000,9030000000,11000000000,1000000000,3800000000,2400000000,790000000,4000000000,0,0,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
684,10,8.3,0.5,0.7,2045,0.07,0.105,700000000,-0.036,0.1,-0.117,0.128,0.106,0.05,-0.05,-0.181,6E+11,4580000000,300000000,9030000000,18500000000,1900000000,2000000000,12200000000,2310000000,12000000000,1,6E+11,8.53653E+12,4400000000,300000000,1919170735,7369521975,1,2000000000,1,2310000000,552256154.6,3.73476E+11,146540.0864,3266.357573,1008.425251,0,1200000000,2309999999,0,0,0,0,0,0,2020000000,2309999999,299500000,2189106287,0,0,0,1917350735,2420000000,2309999999,299500000,7369511975,1999999999,0,0,38410714699,2.574E+11,1.2705E+11,7507500000,1.29632E+11,40000000010,10,10
685,4.7,8.3,4.5,2.733,2035,0.09,0.04,400000000,-0.23,0.1,0.05,0.106,0.083,-0.006,-0.05,-0.157,7E+11,4150000000,3450000000,1890000000,12500000000,1000000000,2000000000,8000000000,980000000,16000000000,1,7E+11,9.15792E+12,2798888889,3450000000,1890000000,12500000000,1,2000000000,1,980000000,400000000,3.3875E+11,105800.918,1984.690794,709.9985264,0,0,979999999,0,0,0,0,0,0,818888889,979999999,0,9366589485,0,0,0,1888180000,818888889,979999999,3449500000,12499990000,1999999999,0,0,37827300000,1.71372E+11,53900000010,57735340612,3.59165E+11,20000000010,10,10
686,8.233,8.3,12.5,6.8,2040,0.09,0.04,200000000,-0.036,0.067,0.017,0.072,0.117,0.006,-0.05,-0.23,1.1E+12,5870000000,5340000000,6650000000,8000000000,3700000000,3800000000,10800000000,1930000000,8000000000,1,1.1E+12,3.35957E+13,1980000000,5340000000,4938048736,3109648833,1,1,10246465187,1930000000,200000000,4.38636E+11,178948.8261,7518.325765,2492.751051,4936228736,0,1929999999,5339500000,427240097,0,0,0,4936228736,0,1929999999,5339500000,1730191104,0,2974609089,0,4936228736,0,1929999999,5339500000,3109638833,0,10246465186,0,2.61306E+11,59400000000,1.4475E+11,3.84607E+11,65855417498,10.00000036,1.84081E+11,10
687,6.467,6.367,4.5,6.8,2035,0.08,0.04,600000000,-0.23,0.017,0.05,0.139,0.117,-0.017,-0.05,-0.181,5E+11,2860000000,300000000,7840000000,18500000000,9100000000,2000000000,10800000000,790000000,4000000000,1,5E+11,8.37363E+12,2860000000,300000000,1788091027,4000000000,1,2000000000,1,790000000,292318738.8,1.7434E+11,119583.0467,1650.739719,622.5897875,1286271026,880000000,789999999,0,880022390,0,0,0,1786271027,880000000,789999999,299500000,3999990000,0,0,0,1786271027,880000000,789999999,299500000,3999990000,1999999999,0,0,35789120534,2.043E+11,55300000010,10507500000,1.54103E+11,40000000010,10,10
688,6.467,8.3,8.5,0.7,2045,0.08,0.105,200000000,-0.202,-0.05,-0.117,0.061,0.061,0.017,-0.033,-0.083,7E+11,5870000000,5340000000,9030000000,12500000000,1900000000,3600000000,5200000000,1170000000,12000000000,1,7E+11,1.26599E+13,2500000000,5340000000,1820000,8415118002,1,2568939453,5200000000,1170000000,200000000,3.73476E+11,82569.92278,3311.464217,1000.247253,0,520000000,1169999999,0,0,0,0,0,0,520000000,1169999999,5294098916,3385041422,0,0,0,0,520000000,1169999999,5339500000,8415108002,2568939452,5199999999,0,27300000,1.69779E+11,87750000010,1.48726E+11,1.76732E+11,13985577607,1.03E+11,10
689,8.233,6.367,8.5,6.8,2040,0.09,0.04,800000000,-0.23,-0.033,-0.05,0.072,0.15,0.028,0.05,-0.083,8E+11,3720000000,1560000000,1890000000,11000000000,3700000000,2400000000,3800000000,600000000,8000000000,1,8E+11,1.95945E+13,3720000000,1560000000,1890000000,6110000000,1,1362762563,3800000000,600000000,445838000,4.38636E+11,207184.1268,2767.261318,1214.66377,1888180000,1599999999,599999999,1559500000,262157806,0,199870954,0,1888180000,1740000000,599999999,1559500000,781364094,0,3799999999,0,1888180000,1740000000,599999999,1559500000,6109990000,1362762562,3799999999,0,1.41177E+11,2.61E+11,45000000010,1.12469E+11,1.03249E+11,6813812826,1.30291E+11,10
